Collaborator1,Collaborator2,Type,Publication Name,Title,Co-authors,Keywords
bioc0192,card0018,Journal article,Magnetic Resonance in Medicine,Suppression of skeletal muscle signal using a crusher coil: A human cardiac (31) p-MR spectroscopy study at 7 tesla.,"Schaller B, Clarke WT, Neubauer S, Robson MD, Rodgers CT",
card0025,card0039,Journal article,Heart,"Relationship of plasma neuropeptide y with angiographic, electrocardiographic and coronary physiology indices of reperfusion during ST elevation myocardial infarction","Cuculi F, Herring N, De Caterina AR, Banning AP, Prendergast BD, Forfar JC, Choudhury RP, Channon KM, Kharbanda RK",
chri0963,phys0101,Journal article,Philosophical Transactions of the Royal Society of London: Biological Sciences,"The chemistry, physiology and pathology of pH in cancer.","Swietach P, Vaughan-Jones RD, Harris AL, Hulikova A","buffering, carbonic anhydrase, diffusion, pH regulation, pH sensing, Acid-Base Equilibrium, Carbonic Anhydrases, Humans, Hydrogen-Ion Concentration, Membrane Transport Proteins, Neoplasms, Oxygen, Proton Pumps, Tumor Microenvironment"
chri0963,clme0220,Journal article,Philosophical Transactions of the Royal Society of London: Biological Sciences,"The chemistry, physiology and pathology of pH in cancer.","Swietach P, Vaughan-Jones RD, Harris AL, Hulikova A","buffering, carbonic anhydrase, diffusion, pH regulation, pH sensing, Acid-Base Equilibrium, Carbonic Anhydrases, Humans, Hydrogen-Ion Concentration, Membrane Transport Proteins, Neoplasms, Oxygen, Proton Pumps, Tumor Microenvironment"
phys0101,clme0220,Journal article,Philosophical Transactions of the Royal Society of London: Biological Sciences,"The chemistry, physiology and pathology of pH in cancer.","Swietach P, Vaughan-Jones RD, Harris AL, Hulikova A","buffering, carbonic anhydrase, diffusion, pH regulation, pH sensing, Acid-Base Equilibrium, Carbonic Anhydrases, Humans, Hydrogen-Ion Concentration, Membrane Transport Proteins, Neoplasms, Oxygen, Proton Pumps, Tumor Microenvironment"
bioc0192,card0018,Journal article,Magnetic Resonance in Medicine,"Aortic 4D flow: quantification of signal-to-noise ratio as a function of field strength and contrast enhancement for 1.5T, 3T, and 7T.","Hess AT, Bissell MM, Ntusi NA, Lewis AJ, Tunnicliffe EM, Greiser A, Stalder AF, Francis JM, Myerson SG, Neubauer S, Robson MD","Aorta, Humans, Meglumine, Organometallic Compounds, Contrast Media, Imaging, Three-Dimensional, Magnetic Resonance Angiography, Image Enhancement, Aortography, Blood Flow Velocity, Feasibility Studies, Reference Values, Image Processing, Computer-Assisted, Adult, Middle Aged, Male, Young Adult, Signal-To-Noise Ratio"
phpc0084,prhc0057,Journal article,"Clinical Chemistry (Washington, DC): international journal of molecular diagnostics and laboratory medicine",Carcinoembryonic antigen monitoring to detect recurrence of colorectal cancer: how should we interpret the test results?,"Shinkins B, Nicholson BD, James TJ, Primrose JN, Mant D","Humans, Colorectal Neoplasms, Neoplasm Recurrence, Local, Carcinoembryonic Antigen, ROC Curve"
path0089,path0084,Journal article,Trends in Immunology,Lymphoid microenvironments and innate lymphoid cells in the gut,"Pearson C, Uhlig HH, Powrie F",
dplb0149,claridge,Journal article,Chemical Science,Conformational effects in sugar ions: Spectroscopic investigations in the gas phase and in solution,"Sagar R, Rudić S, Gamblin DP, Scanlan EM, Vaden TD, Odell B, Claridge TDW, Simons JP, Davis BG",
whgu0256,clme0220,Journal article,Molecular Cancer,Integrated analysis of microRNA and mRNA expression and association with HIF binding reveals the complexity of microRNA expression regulation under hypoxia.,"Camps C, Saini HK, Mole DR, Choudhry H, Reczko M, Guerra-Assunção JA, Tian YM, Buffa FM, Harris AL, Hatzigeorgiou AG, Enright AJ, Ragoussis J","Breast Neoplasms, Cell Hypoxia, Gene Expression Regulation, Neoplastic, Humans, Hypoxia-Inducible Factor 1, MCF-7 Cells, MicroRNAs, Oligonucleotide Array Sequence Analysis, Protein Binding, RNA, Messenger, Real-Time Polymerase Chain Reaction, Transcriptome"
bioc0212,card0018,Journal article,International Journal of Cardiovascular Imaging,Effects of weight loss on myocardial energetics and diastolic function in obesity,"Rider OJ, Francis JM, Tyler D, Byrne J, Clarke K, Neubauer S",
immd0237,cschof,Journal article,The Journal of Physiology,Carotid body hyperplasia and enhanced ventilatory responses to hypoxia in mice with heterozygous deficiency of PHD2.,"Bishop T, Talbot NP, Turner PJ, Nicholls LG, Pascual A, Hodson EJ, Douglas G, Fielding JW, Smith TG, Demetriades M, Schofield CJ, Robbins PA, Pugh CW, Buckler KJ, Ratcliffe PJ","Animals, Anoxia, Carotid Body, Hyperplasia, Hypoxia-Inducible Factor 1, Hypoxia-Inducible Factor-Proline Dioxygenases, Male, Mice, Inbred C57BL, Transgenic, Pulmonary Ventilation"
immd0237,clme0240,Journal article,The Journal of Physiology,Carotid body hyperplasia and enhanced ventilatory responses to hypoxia in mice with heterozygous deficiency of PHD2.,"Bishop T, Talbot NP, Turner PJ, Nicholls LG, Pascual A, Hodson EJ, Douglas G, Fielding JW, Smith TG, Demetriades M, Schofield CJ, Robbins PA, Pugh CW, Buckler KJ, Ratcliffe PJ","Animals, Anoxia, Carotid Body, Hyperplasia, Hypoxia-Inducible Factor 1, Hypoxia-Inducible Factor-Proline Dioxygenases, Male, Mice, Inbred C57BL, Transgenic, Pulmonary Ventilation"
cschof,clme0240,Journal article,The Journal of Physiology,Carotid body hyperplasia and enhanced ventilatory responses to hypoxia in mice with heterozygous deficiency of PHD2.,"Bishop T, Talbot NP, Turner PJ, Nicholls LG, Pascual A, Hodson EJ, Douglas G, Fielding JW, Smith TG, Demetriades M, Schofield CJ, Robbins PA, Pugh CW, Buckler KJ, Ratcliffe PJ","Animals, Anoxia, Carotid Body, Hyperplasia, Hypoxia-Inducible Factor 1, Hypoxia-Inducible Factor-Proline Dioxygenases, Male, Mice, Inbred C57BL, Transgenic, Pulmonary Ventilation"
clme1037,whgu0142,Journal article,Proceedings of the National Academy of Sciences of USA,"Structures of ABCB10, a human ATP-binding cassette transporter in apo- and nucleotide-bound states.","Shintre CA, Pike AC, Li Q, Kim JI, Barr AJ, Goubin S, Shrestha L, Yang J, Berridge G, Ross J, Stansfeld PJ, Sansom MS, Edwards AM, Bountra C, Marsden BD, von Delft F, Bullock AN, Gileadi O, Burgess-Brown NA, Carpenter EP","ABC mitochondrial erythroid, X-ray crystallography, cardiolipin, human membrane protein structure, nucleotide complex, ATP-Binding Cassette Transporters, Adenosine Triphosphatases, Adenosine Triphosphate, Amino Acid Sequence, Animals, Binding Sites, Crystallography, X-Ray, Humans, Lipid Bilayers, Models, Molecular, Molecular Conformation, Molecular Dynamics Simulation, Molecular Sequence Data, Mutation, Nucleotides, Phosphatidylcholines, Phosphatidylethanolamines, Protein Binding, Protein Structure, Tertiary, Sequence Homology, Amino Acid, Sf9 Cells"
clme1037,clme0494,Journal article,Proceedings of the National Academy of Sciences of USA,"Structures of ABCB10, a human ATP-binding cassette transporter in apo- and nucleotide-bound states.","Shintre CA, Pike AC, Li Q, Kim JI, Barr AJ, Goubin S, Shrestha L, Yang J, Berridge G, Ross J, Stansfeld PJ, Sansom MS, Edwards AM, Bountra C, Marsden BD, von Delft F, Bullock AN, Gileadi O, Burgess-Brown NA, Carpenter EP","ABC mitochondrial erythroid, X-ray crystallography, cardiolipin, human membrane protein structure, nucleotide complex, ATP-Binding Cassette Transporters, Adenosine Triphosphatases, Adenosine Triphosphate, Amino Acid Sequence, Animals, Binding Sites, Crystallography, X-Ray, Humans, Lipid Bilayers, Models, Molecular, Molecular Conformation, Molecular Dynamics Simulation, Molecular Sequence Data, Mutation, Nucleotides, Phosphatidylcholines, Phosphatidylethanolamines, Protein Binding, Protein Structure, Tertiary, Sequence Homology, Amino Acid, Sf9 Cells"
whgu0142,clme0494,Journal article,Proceedings of the National Academy of Sciences of USA,"Structures of ABCB10, a human ATP-binding cassette transporter in apo- and nucleotide-bound states.","Shintre CA, Pike AC, Li Q, Kim JI, Barr AJ, Goubin S, Shrestha L, Yang J, Berridge G, Ross J, Stansfeld PJ, Sansom MS, Edwards AM, Bountra C, Marsden BD, von Delft F, Bullock AN, Gileadi O, Burgess-Brown NA, Carpenter EP","ABC mitochondrial erythroid, X-ray crystallography, cardiolipin, human membrane protein structure, nucleotide complex, ATP-Binding Cassette Transporters, Adenosine Triphosphatases, Adenosine Triphosphate, Amino Acid Sequence, Animals, Binding Sites, Crystallography, X-Ray, Humans, Lipid Bilayers, Models, Molecular, Molecular Conformation, Molecular Dynamics Simulation, Molecular Sequence Data, Mutation, Nucleotides, Phosphatidylcholines, Phosphatidylethanolamines, Protein Binding, Protein Structure, Tertiary, Sequence Homology, Amino Acid, Sf9 Cells"
card0025,clph0059,Journal article,Gene Therapy (Basingstoke),RNAi-mediated knockdown of HMG CoA reductase enhances gene expression from physiologically regulated low-density lipoprotein receptor therapeutic vectors in vivo,"Hibbitt O, Agkatsev S, Owen C, Cioroch M, Seymour L, Channon K, Wade-Martins R",
immd0237,whgu0274,Journal article,Oncotarget,Novel insights into FH-associated disease are KEAPing the lid on oncogenic HIF signalling.,"Adam J, Ratcliffe PJ, Pollard PJ","Animals, Cell Transformation, Neoplastic, Fumarate Hydratase, Humans, Hypoxia-Inducible Factor 1, alpha Subunit, Intracellular Signaling Peptides and Proteins, Kidney Neoplasms, Leiomyomatosis, Neoplastic Syndromes, Hereditary, Signal Transduction, Skin Neoplasms, Uterine Neoplasms"
clme0667,clme0670,Journal article,Clinical Cancer Research,Modulation of the tumor microvasculature by phosphoinositide-3 kinase inhibition increases doxorubicin delivery in vivo.,"Qayum N, Im J, Stratford MR, Bernhard EJ, McKenna WG, Muschel RJ","Animals, Anoxia, Doxorubicin, Drug Delivery Systems, Female, Humans, Immunoenzyme Techniques, Indazoles, Mammary Neoplasms, Animal, Mice, Nude, Transgenic, Microvessels, Neovascularization, Pathologic, Phosphatidylinositol 3-Kinases, Sulfonamides"
chem0489,clme0497,Conference paper,ACS National Meeting Book of Abstracts,Developing chemical probes for the BET bromodomains,"Hewings DS, Wang M, Philpott M, Fedorov O, Uttarkar S, Filippakopoulos P, Picaud S, Vuppusetty C, Marsden B, Heightman TD, Knapp S, Brennan P, Conway SJ",
chem0489,clme1358,Conference paper,ACS National Meeting Book of Abstracts,Developing chemical probes for the BET bromodomains,"Hewings DS, Wang M, Philpott M, Fedorov O, Uttarkar S, Filippakopoulos P, Picaud S, Vuppusetty C, Marsden B, Heightman TD, Knapp S, Brennan P, Conway SJ",
clme0497,clme1358,Conference paper,ACS National Meeting Book of Abstracts,Developing chemical probes for the BET bromodomains,"Hewings DS, Wang M, Philpott M, Fedorov O, Uttarkar S, Filippakopoulos P, Picaud S, Vuppusetty C, Marsden B, Heightman TD, Knapp S, Brennan P, Conway SJ",
whgu0172,immd0237,Journal article,Journal of Biological Chemistry,Differential sensitivity of hypoxia inducible factor hydroxylation sites to hypoxia and hydroxylase inhibitors.,"Tian YM, Yeoh KK, Lee MK, Eriksson T, Kessler BM, Kramer HB, Edelmann MJ, Willam C, Pugh CW, Schofield CJ, Ratcliffe PJ","Animals, Cell Hypoxia, Drosophila melanogaster, Enzyme Inhibitors, Hep G2 Cells, Humans, Hydroxylation, Hypoxia-Inducible Factor 1, alpha Subunit, K562 Cells, Male, Oxygenases, Protein Structure, Tertiary, Rats, Sprague-Dawley, Ubiquitin-Protein Ligases, p300-CBP Transcription Factors"
whgu0172,cschof,Journal article,Journal of Biological Chemistry,Differential sensitivity of hypoxia inducible factor hydroxylation sites to hypoxia and hydroxylase inhibitors.,"Tian YM, Yeoh KK, Lee MK, Eriksson T, Kessler BM, Kramer HB, Edelmann MJ, Willam C, Pugh CW, Schofield CJ, Ratcliffe PJ","Animals, Cell Hypoxia, Drosophila melanogaster, Enzyme Inhibitors, Hep G2 Cells, Humans, Hydroxylation, Hypoxia-Inducible Factor 1, alpha Subunit, K562 Cells, Male, Oxygenases, Protein Structure, Tertiary, Rats, Sprague-Dawley, Ubiquitin-Protein Ligases, p300-CBP Transcription Factors"
whgu0172,clme0240,Journal article,Journal of Biological Chemistry,Differential sensitivity of hypoxia inducible factor hydroxylation sites to hypoxia and hydroxylase inhibitors.,"Tian YM, Yeoh KK, Lee MK, Eriksson T, Kessler BM, Kramer HB, Edelmann MJ, Willam C, Pugh CW, Schofield CJ, Ratcliffe PJ","Animals, Cell Hypoxia, Drosophila melanogaster, Enzyme Inhibitors, Hep G2 Cells, Humans, Hydroxylation, Hypoxia-Inducible Factor 1, alpha Subunit, K562 Cells, Male, Oxygenases, Protein Structure, Tertiary, Rats, Sprague-Dawley, Ubiquitin-Protein Ligases, p300-CBP Transcription Factors"
immd0237,cschof,Journal article,Journal of Biological Chemistry,Differential sensitivity of hypoxia inducible factor hydroxylation sites to hypoxia and hydroxylase inhibitors.,"Tian YM, Yeoh KK, Lee MK, Eriksson T, Kessler BM, Kramer HB, Edelmann MJ, Willam C, Pugh CW, Schofield CJ, Ratcliffe PJ","Animals, Cell Hypoxia, Drosophila melanogaster, Enzyme Inhibitors, Hep G2 Cells, Humans, Hydroxylation, Hypoxia-Inducible Factor 1, alpha Subunit, K562 Cells, Male, Oxygenases, Protein Structure, Tertiary, Rats, Sprague-Dawley, Ubiquitin-Protein Ligases, p300-CBP Transcription Factors"
immd0237,clme0240,Journal article,Journal of Biological Chemistry,Differential sensitivity of hypoxia inducible factor hydroxylation sites to hypoxia and hydroxylase inhibitors.,"Tian YM, Yeoh KK, Lee MK, Eriksson T, Kessler BM, Kramer HB, Edelmann MJ, Willam C, Pugh CW, Schofield CJ, Ratcliffe PJ","Animals, Cell Hypoxia, Drosophila melanogaster, Enzyme Inhibitors, Hep G2 Cells, Humans, Hydroxylation, Hypoxia-Inducible Factor 1, alpha Subunit, K562 Cells, Male, Oxygenases, Protein Structure, Tertiary, Rats, Sprague-Dawley, Ubiquitin-Protein Ligases, p300-CBP Transcription Factors"
cschof,clme0240,Journal article,Journal of Biological Chemistry,Differential sensitivity of hypoxia inducible factor hydroxylation sites to hypoxia and hydroxylase inhibitors.,"Tian YM, Yeoh KK, Lee MK, Eriksson T, Kessler BM, Kramer HB, Edelmann MJ, Willam C, Pugh CW, Schofield CJ, Ratcliffe PJ","Animals, Cell Hypoxia, Drosophila melanogaster, Enzyme Inhibitors, Hep G2 Cells, Humans, Hydroxylation, Hypoxia-Inducible Factor 1, alpha Subunit, K562 Cells, Male, Oxygenases, Protein Structure, Tertiary, Rats, Sprague-Dawley, Ubiquitin-Protein Ligases, p300-CBP Transcription Factors"
bioc0541,raob0096,Journal article,Clinical and Experimental Metastasis,Cellular adhesion molecules and brain metastasis; how friends become foes,"Soto MS, O'Brien E, Serres S, Anthony DC, O'Neill E, Scrace S, Sibson N",
bioc0541,bioc0416,Journal article,Clinical and Experimental Metastasis,Cellular adhesion molecules and brain metastasis; how friends become foes,"Soto MS, O'Brien E, Serres S, Anthony DC, O'Neill E, Scrace S, Sibson N",
raob0096,bioc0416,Journal article,Clinical and Experimental Metastasis,Cellular adhesion molecules and brain metastasis; how friends become foes,"Soto MS, O'Brien E, Serres S, Anthony DC, O'Neill E, Scrace S, Sibson N",
clab0058,immd0330,Journal article,Transfusion Medicine,Severe haemolysis due to passenger lymphocyte syndrome after an ABO mismatched bowel transplant - a case report,"Davis SL, Vaidya A, Timbs A, Schuh A, Staves J, Murphy MF",
gree1192,gree1499,Journal article,Diabetologia,Physical activity reduces the risk of incident type 2 diabetes in general and in abdominally lean and obese men and women: the EPIC-InterAct Study,"Ekelund U, Palla L, Brage S, Franks PW, Peters T, Balkau B, Diaz MJT, Huerta JM, Agnoli C, Arriola L, Ardanaz E, Boeing H, Clavel-Chapelon F, Crowe F, Fagherazzi G, Groop L, Hainaut P, Johnsen NF, Kaaks R, Khaw KT, Key TJ, de Lauzon-Guillain B, May A, Monninkhof E, Navarro C, Nilsson P, Ostergaard JN, Norat T, Overvad K, Palli D, Panico S, Redondo ML, Ricceri F, Rolandsson O, Romaguera D, Romieu I, Sanchez Perez MJ, Slimani N, Spijkerman A, Teucher B, Tjonneland A, Travier N, Tumino R, Vos W, Vigl M, Sharp S, Langenberg C, Forouhi N, Riboli E, Feskens E, Wareham NJ, Consortium I","Abdominal obesity, Case-cohort study, Incident diabetes, Obesity, Physical activity"
clme1358,cschof,Journal article,Journal of Medicinal Chemistry,"8-Substituted Pyrido[3,4-d]pyrimidin-4(3H)-one Derivatives As Potent, Cell Permeable, KDM4 (JMJD2) and KDM5 (JARID1) Histone Lysine Demethylase Inhibitors.","Bavetsias V, Lanigan RM, Ruda GF, Atrash B, McLaughlin MG, Tumber A, Mok NY, Le Bihan YV, Dempster S, Boxall KJ, Jeganathan F, Hatch SB, Savitsky P, Velupillai S, Krojer T, England KS, Sejberg J, Thai C, Donovan A, Pal A, Scozzafava G, Bennett JM, Kawamura A, Johansson C, Szykowska A, Gileadi C, Burgess-Brown NA, von Delft F, Oppermann U, Walters Z, Shipley J, Raynaud FI, Westaway SM, Prinjha RK, Fedorov O, Burke R, Schofield CJ, Westwood IM, Bountra C, Müller S, van Montfort RL, Brennan PE, Blagg J",
clme1358,clme1037,Journal article,Journal of Medicinal Chemistry,"8-Substituted Pyrido[3,4-d]pyrimidin-4(3H)-one Derivatives As Potent, Cell Permeable, KDM4 (JMJD2) and KDM5 (JARID1) Histone Lysine Demethylase Inhibitors.","Bavetsias V, Lanigan RM, Ruda GF, Atrash B, McLaughlin MG, Tumber A, Mok NY, Le Bihan YV, Dempster S, Boxall KJ, Jeganathan F, Hatch SB, Savitsky P, Velupillai S, Krojer T, England KS, Sejberg J, Thai C, Donovan A, Pal A, Scozzafava G, Bennett JM, Kawamura A, Johansson C, Szykowska A, Gileadi C, Burgess-Brown NA, von Delft F, Oppermann U, Walters Z, Shipley J, Raynaud FI, Westaway SM, Prinjha RK, Fedorov O, Burke R, Schofield CJ, Westwood IM, Bountra C, Müller S, van Montfort RL, Brennan PE, Blagg J",
cschof,clme1037,Journal article,Journal of Medicinal Chemistry,"8-Substituted Pyrido[3,4-d]pyrimidin-4(3H)-one Derivatives As Potent, Cell Permeable, KDM4 (JMJD2) and KDM5 (JARID1) Histone Lysine Demethylase Inhibitors.","Bavetsias V, Lanigan RM, Ruda GF, Atrash B, McLaughlin MG, Tumber A, Mok NY, Le Bihan YV, Dempster S, Boxall KJ, Jeganathan F, Hatch SB, Savitsky P, Velupillai S, Krojer T, England KS, Sejberg J, Thai C, Donovan A, Pal A, Scozzafava G, Bennett JM, Kawamura A, Johansson C, Szykowska A, Gileadi C, Burgess-Brown NA, von Delft F, Oppermann U, Walters Z, Shipley J, Raynaud FI, Westaway SM, Prinjha RK, Fedorov O, Burke R, Schofield CJ, Westwood IM, Bountra C, Müller S, van Montfort RL, Brennan PE, Blagg J",
clme1358,clme0497,Journal article,Journal of Medicinal Chemistry,Structure-Based Identification of Inhibitory Fragments Targeting the p300/CBP-Associated Factor Bromodomain.,"Chaikuad A, Lang S, Brennan PE, Temperini C, Fedorov O, Hollander J, Nachane R, Abell C, Müller S, Siegal G, Knapp S",
clab0035,clab0101,Conference paper,Blood,Efficacy of Dual Inhibition of p38 Mitogen Activated Protein Kinase (MAPK) and Tie-2 Kinase in Myelodysplastic Syndromes (MDS) and Acute Myeloid Leukemia (AML),"Bachegowda LS, Mantzaris I, Morrone KA, Keshkar N, Li W, Nwankwo G, Shahnaz S, Bhagat TD, Giricz O, Bhattacharrya S, Yu Y, Schinke CD, Pynadath A, Pellagatti A, Boultwood J, Humphries MJ, Winski SL, Bartenstein M, Guha C, Platanias L, Steidl U, Verma A",
bioc0188,univ0247,Chapter,Methods in Molecular Biology,Investigation of DNA repair pathway activity.,"Couto AM, Lakin ND, Pears CJ","Buffers, Chromatin, Culture Techniques, DNA Breaks, Double-Stranded, Single-Stranded, DNA Cleavage, DNA End-Joining Repair, DNA, Protozoan, Dictyostelium, Fluorescent Antibody Technique, Indirect, Plasmids, Recombinational DNA Repair, Restriction Mapping"
card0025,card0008,Journal article,Journal of Biological Chemistry,A pivotal role for tryptophan 447 in enzymatic coupling of human endothelial nitric oxide synthase (eNOS): effects on tetrahydrobiopterin-dependent catalysis and eNOS dimerization.,"Benson MA, Batchelor H, Chuaiphichai S, Bailey J, Zhu H, Stuehr DJ, Bhattacharya S, Channon KM, Crabtree MJ","Endothelial Dysfunction, Nitric Oxide Synthase, Superoxide, Superoxide Ion, Tetrahydrobiopterin, Tryptophan, Uncoupling, 3T3 Cells, Amino Acid Substitution, Animals, Binding Sites, Biocatalysis, Biopterin, Blotting, Western, Catalytic Domain, Humans, Mice, Models, Molecular, Mutation, Nitric Oxide, Nitric Oxide Synthase Type III, Oxidation-Reduction, Protein Multimerization, Superoxides"
raob0051,raob0009,Journal article,PLoS One,In situ biological dose mapping estimates the radiation burden delivered to 'spared' tissue between synchrotron X-ray microbeam radiotherapy tracks.,"Rothkamm K, Crosbie JC, Daley F, Bourne S, Barber PR, Vojnovic B, Cann L, Rogers PA","Animals, Cells, Cultured, Dose-Response Relationship, Radiation, Female, Fibroblasts, Humans, Mice, Inbred BALB C, Organs at Risk, Radiation Oncology, Radiometry, Radiotherapy, Radiotherapy Dosage, Skin, Synchrotrons, X-Rays"
card0018,bioc0192,Journal article,Journal of Cardiovascular Magnetic Resonance,Myocardial T1 responds to adenosine - normal values of stress T1 reactivity at 1.5T and 3T,"Liu A, Wijesurendra RS, Francis JM, Robson MD, Neubauer S, Piechnik SK, Ferreira VM",
clph0059,engs0475,Journal article,Physics in Medicine and Biology,Non-invasive and real-time passive acoustic mapping of ultrasound-mediated drug delivery.,"Choi JJ, Carlisle RC, Coviello C, Seymour L, Coussios CC","Animals, Humans, Mice, Liposomes, Ultrasonography, Algorithms, Hep G2 Cells, Ultrasonic Waves"
clme0485,ndos0168,Conference paper,International Journal of Experimental Pathology: mechanisms and models of disease,Epigenetic modifying compounds alter activity of primary human articular chondrocytes and mesenchymal stem cells undergoing chondrogenesis,"Snelling SJB, Kramm A, Cain P, Yapp C, Carr AJ, Oppermann U",
clme1037,whgu0142,Journal article,Science,The structural basis of ZMPSTE24-dependent laminopathies,"Quigley A, Dong YY, Pike ACW, Dong L, Shrestha L, Berridge G, Stansfeld PJ, Sansom MSP, Edwards AM, Bountra C, Von Delft F, Bullock AN, Burgess-Brown NA, Carpenter EP",
raob0189,bioc0416,Journal article,Clinical Oncology,Treatment of Breast and Prostate Cancer by Hypofractionated Radiotherapy: Potential Risks and Benefits,"Ray KJ, Sibson NR, Kiltie AE",
clne0102,clne0013,Journal article,Neuroimage,FSL,"Jenkinson M, Beckmann CF, Behrens TEJ, Woolrich MW, Smith SM",
stat0004,lina0435,Journal article,Bulletin of Mathematical Biology,Experiments with the Site Frequency Spectrum,"Sainudiin R, Thornton K, Harlow J, Booth J, Stillman M, Yoshida R, Griffiths R, McVean G, Donnelly P",
bioc0541,bioc0416,Journal article,Neuro-Oncology,Functional role of endothelial adhesion molecules in the early stages of brain metastasis.,"Soto MS, Serres S, Anthony DC, Sibson NR","brain, cellular adhesion molecules, endothelium, metastasis, mouse, neutralizing antibody, Animals, Antibodies, Neutralizing, Apoptosis, Blotting, Western, Brain Neoplasms, Breast Neoplasms, Cell Adhesion Molecules, Cell Movement, Cell Proliferation, Endothelium, Vascular, Female, Fluorescent Antibody Technique, Humans, Immunoenzyme Techniques, Integrin alpha4beta1, Mice, Inbred BALB C, SCID, Tumor Cells, Cultured, Xenograft Model Antitumor Assays"
clme0169,clme0832,Journal article,"Clinical Chemistry (Washington, DC): international journal of molecular diagnostics and laboratory medicine","New guideline for the reporting of studies developing, validating, or updating a prediction model.","Moons KG, Altman DG, Reitsma JB, Collins GS","Guidelines as Topic, Humans, Models, Theoretical, Probability"
clme0220,immd0237,Journal article,Oncogene,Tumor hypoxia induces nuclear paraspeckle formation through HIF-2α dependent transcriptional activation of NEAT1 leading to cancer cell survival,"Choudhry H, Albukhari A, Morotti M, Haider S, Moralli D, Smythies J, Schödel J, Green CM, Camps C, Buffa F, Ratcliffe P, Ragoussis J, Harris AL, Mole DR",
clme0220,whgu0256,Journal article,Oncogene,Tumor hypoxia induces nuclear paraspeckle formation through HIF-2α dependent transcriptional activation of NEAT1 leading to cancer cell survival,"Choudhry H, Albukhari A, Morotti M, Haider S, Moralli D, Smythies J, Schödel J, Green CM, Camps C, Buffa F, Ratcliffe P, Ragoussis J, Harris AL, Mole DR",
immd0237,whgu0256,Journal article,Oncogene,Tumor hypoxia induces nuclear paraspeckle formation through HIF-2α dependent transcriptional activation of NEAT1 leading to cancer cell survival,"Choudhry H, Albukhari A, Morotti M, Haider S, Moralli D, Smythies J, Schödel J, Green CM, Camps C, Buffa F, Ratcliffe P, Ragoussis J, Harris AL, Mole DR",
clme0219,immd0100,Journal article,Journal of Immunological Methods,Combinatorial HLA-peptide bead libraries for high throughput identification of CD8+ T cell specificity,"Pan X, Huang LC, Dong T, Peng Y, Cerundolo V, McGowan S, Ogg G",
clme0219,immd0023,Journal article,Journal of Immunological Methods,Combinatorial HLA-peptide bead libraries for high throughput identification of CD8+ T cell specificity,"Pan X, Huang LC, Dong T, Peng Y, Cerundolo V, McGowan S, Ogg G",
immd0100,immd0023,Journal article,Journal of Immunological Methods,Combinatorial HLA-peptide bead libraries for high throughput identification of CD8+ T cell specificity,"Pan X, Huang LC, Dong T, Peng Y, Cerundolo V, McGowan S, Ogg G",
clme0220,whgu0142,Journal article,Angiogenesis,A small molecule targeting ALK1 prevents Notch cooperativity and inhibits functional angiogenesis.,"Kerr G, Sheldon H, Chaikuad A, Alfano I, von Delft F, Bullock AN, Harris AL","Chick Embryo, Animals, Humans, Aminopyridines, Phenols, Activin Receptors, Type II, Protein Kinase Inhibitors, Neovascularization, Physiologic, Receptors, Notch, Growth Differentiation Factors, Human Umbilical Vein Endothelial Cells"
clme0149,path0089,Journal article,Blood,Human MAIT and CD8αα cells develop from a pool of type-17 precommitted CD8 + T cells,"Walker LJ, Kang YH, Smith MO, Tharmalingham H, Ramamurthy N, Fleming VM, Sahgal N, Leslie A, Oo Y, Geremia A, Scriba TJ, Hanekom WA, Lauer GM, Lantz O, Adams DH, Powrie F, Barnes E, Klenerman P",
claridge,bioc0541,Journal article,AIDS,Cerebrospinal fluid metabolomics implicate bioenergetic adaptation as a neural mechanism regulating shifts in cognitive states of HIV-infected patients.,"Dickens AM, Anthony DC, Deutsch R, Mielke MM, Claridge TD, Grant I, Franklin D, Rosario D, Marcotte T, Letendre S, McArthur JC, Haughey NJ","Cerebrospinal Fluid, Humans, HIV Infections, AIDS Dementia Complex, Biological Markers, Prognosis, Magnetic Resonance Spectroscopy, Longitudinal Studies, Energy Metabolism, Glycolysis, Metabolome"
immd0237,cschof,Journal article,Diabetes,Adipocyte pseudohypoxia suppresses lipolysis and facilitates benign adipose tissue expansion.,"Michailidou Z, Morton NM, Moreno Navarrete JM, West CC, Stewart KJ, Fernández-Real JM, Schofield CJ, Seckl JR, Ratcliffe PJ","Adipose Tissue, Adipocytes, Animals, Humans, Mice, Lipase, Fatty Acids, Nonesterified, Immunoblotting, Immunohistochemistry, Lipolysis, Adult, Middle Aged, Female, Male, Hypoxia-Inducible Factor-Proline Dioxygenases"
