Source,Target,Weight,Publication Type,Publication Name,Title,Co-authors,Keywords
ARV22,SSL30,0.5,Journal article,Molecular Oncology,Chromosome instability and carcinogenesis: Insights from murine models of human pancreatic cancer associated with BRCA2 inactivation,"Cassidy LD, Liau S-S, Venkitaraman AR",[]
KK101,NJW1004,0.111111111111,Journal article,International Journal of Cancer,Pre-diagnostic anthropometry and survival after colorectal cancer diagnosis in Western European populations,"Fedirko V, Romieu I, Aleksandrova K, Pischon T, Trichopoulos D, Peeters PH, Romaguera-Bosch D, Bueno-de-Mesquita HB, Dahm CC, Overvad K",[]
KK101,NJW1004,0.111111111111,Journal article,International Journal of Cancer,"Genetic association of gastric cancer with miRNA clusters including the cancer-related genes MIR29, MIR25, MIR93 and MIR106: Results from the EPIC-EURGAST study","Espinosa-Parrilla Y, Muñoz X, Bonet C, Garcia N, Venceslá A, Yiannakouris N, Naccarati A, Sieri S, Panico S, Huerta JM",[]
KK101,NJW1004,0.111111111111,Journal article,The Journal of Nutrition,Dietary intakes of individual flavanols and flavonols are inversely associated with incident type 2 diabetes in European populations,"Zamora-Ros R, Forouhi NG, Sharp SJ, González CA, Buijsse B, Guevara M, van der Schouw YT, Amiano P, Boeing H, Bredsdorff L",[]
AB149,BG200,0.111111111111,Journal article,Cell Reports,Three Distinct Patterns of Histone H3Y41 Phosphorylation Mark Active Genes,"Dawson MA, Foster SD, Bannister AJ, Robson SC, Hannah R, Wang X, Xhemalce B, Wood AD, Green AR, Göttgens B",[]
AB149,ARG1000,0.111111111111,Journal article,Cell Reports,Three Distinct Patterns of Histone H3Y41 Phosphorylation Mark Active Genes,"Dawson MA, Foster SD, Bannister AJ, Robson SC, Hannah R, Wang X, Xhemalce B, Wood AD, Green AR, Göttgens B",[]
AB149,TK106,0.111111111111,Journal article,Cell Reports,Three Distinct Patterns of Histone H3Y41 Phosphorylation Mark Active Genes,"Dawson MA, Foster SD, Bannister AJ, Robson SC, Hannah R, Wang X, Xhemalce B, Wood AD, Green AR, Göttgens B",[]
BG200,ARG1000,0.111111111111,Journal article,Cell Reports,Three Distinct Patterns of Histone H3Y41 Phosphorylation Mark Active Genes,"Dawson MA, Foster SD, Bannister AJ, Robson SC, Hannah R, Wang X, Xhemalce B, Wood AD, Green AR, Göttgens B",[]
BG200,TK106,0.111111111111,Journal article,Cell Reports,Three Distinct Patterns of Histone H3Y41 Phosphorylation Mark Active Genes,"Dawson MA, Foster SD, Bannister AJ, Robson SC, Hannah R, Wang X, Xhemalce B, Wood AD, Green AR, Göttgens B",[]
ARG1000,TK106,0.111111111111,Journal article,Cell Reports,Three Distinct Patterns of Histone H3Y41 Phosphorylation Mark Active Genes,"Dawson MA, Foster SD, Bannister AJ, Robson SC, Hannah R, Wang X, Xhemalce B, Wood AD, Green AR, Göttgens B",[]
KK101,NJW1004,0.111111111111,Journal article,Nature,Seventy-five genetic loci influencing the human red blood cell,"van der Harst P, Zhang W, Mateo Leach I, Rendon A, Verweij N, Sehmi J, Paul DS, Elling U, Allayee H, Li X",[]
ACA20,DFE20,0.111111111111,Journal article,Breast Cancer Research and Treatment,The KL-VS sequence variant of Klotho and cancer risk in BRCA1 and BRCA2 mutation carriers,"Laitman Y, Kuchenbaecker KB, Rantala J, Hogervorst F, Peock S, Godwin AK, Arason A, Kirchhoff T, Offit K, Isaacs C",[]
ACA20,KBK21,0.111111111111,Journal article,Breast Cancer Research and Treatment,The KL-VS sequence variant of Klotho and cancer risk in BRCA1 and BRCA2 mutation carriers,"Laitman Y, Kuchenbaecker KB, Rantala J, Hogervorst F, Peock S, Godwin AK, Arason A, Kirchhoff T, Offit K, Isaacs C",[]
DFE20,KBK21,0.111111111111,Journal article,Breast Cancer Research and Treatment,The KL-VS sequence variant of Klotho and cancer risk in BRCA1 and BRCA2 mutation carriers,"Laitman Y, Kuchenbaecker KB, Rantala J, Hogervorst F, Peock S, Godwin AK, Arason A, Kirchhoff T, Offit K, Isaacs C",[]
SJG49,EW442,0.166666666667,Journal article,Trials,Effectiveness of a behavioural intervention to prevent excessive weight gain during infancy (The Baby Milk Trial): Study protocol for a randomised controlled trial,"Lakshman R, Whittle F, Hardeman W, Suhrcke M, Wilson E, Griffin S, Ong KK",[]
KK101,NJW1004,0.111111111111,Conference,Osteoporosis International,META-ANALYSIS OF GENOME-WIDE ASSOCIATION STUDIES FOR QUANTITATIVE ULTRASOUND OF THE HEEL: THE GEFOS CONSORTIUM,"Moayyeri A, Wareham N, Sham P, Hayward C, Gyllensten U, Campbell H, Uitterlinden A, Spector T, Kung A, Kiel D",[]
KK101,NJW1004,0.111111111111,Journal article,Carcinogenesis,Total and high-molecular weight adiponectin and risk of colorectal cancer: the European Prospective Investigation into Cancer and Nutrition Study,"Aleksandrova K, Boeing H, Jenab M, Bueno-de-Mesquita HB, Jansen E, van Duijnhoven FJB, Fedirko V, Rinaldi S, Romieu I, Riboli E",[]
KK101,NJW1004,0.111111111111,Journal article,International Journal of Cancer,Dairy products and risk of hepatocellular carcinoma: The european prospective investigation into cancer and nutrition,"Duarte-Salles T, Fedirko V, Stepien M, Trichopoulou A, Bamia C, Lagiou P, Lukanova A, Trepo E, Overvad K, Tjønneland A",[]
PP10001,DEN22,0.111111111111,Journal article,Human Genetics,Identification of a novel prostate cancer susceptibility variant in the KLK3 gene transcript,"Kote-Jarai Z, Al Olama AA, Leongamornlert D, Tymrakiewicz M, Saunders E, Guy M, Giles GG, Severi G, Southey M, Hopper JL","[u'MOLECULAR-DYNAMICS', u'ANTIGEN', u'KALLIKREINS', u'SIMULATION', u'FAMILY', u'RISK', u'LOCI']"
PP10001,AA461,0.111111111111,Journal article,Human Genetics,Identification of a novel prostate cancer susceptibility variant in the KLK3 gene transcript,"Kote-Jarai Z, Al Olama AA, Leongamornlert D, Tymrakiewicz M, Saunders E, Guy M, Giles GG, Severi G, Southey M, Hopper JL","[u'MOLECULAR-DYNAMICS', u'ANTIGEN', u'KALLIKREINS', u'SIMULATION', u'FAMILY', u'RISK', u'LOCI']"
PP10001,DFE20,0.111111111111,Journal article,Human Genetics,Identification of a novel prostate cancer susceptibility variant in the KLK3 gene transcript,"Kote-Jarai Z, Al Olama AA, Leongamornlert D, Tymrakiewicz M, Saunders E, Guy M, Giles GG, Severi G, Southey M, Hopper JL","[u'MOLECULAR-DYNAMICS', u'ANTIGEN', u'KALLIKREINS', u'SIMULATION', u'FAMILY', u'RISK', u'LOCI']"
DEN22,AA461,0.111111111111,Journal article,Human Genetics,Identification of a novel prostate cancer susceptibility variant in the KLK3 gene transcript,"Kote-Jarai Z, Al Olama AA, Leongamornlert D, Tymrakiewicz M, Saunders E, Guy M, Giles GG, Severi G, Southey M, Hopper JL","[u'MOLECULAR-DYNAMICS', u'ANTIGEN', u'KALLIKREINS', u'SIMULATION', u'FAMILY', u'RISK', u'LOCI']"
DEN22,DFE20,0.111111111111,Journal article,Human Genetics,Identification of a novel prostate cancer susceptibility variant in the KLK3 gene transcript,"Kote-Jarai Z, Al Olama AA, Leongamornlert D, Tymrakiewicz M, Saunders E, Guy M, Giles GG, Severi G, Southey M, Hopper JL","[u'MOLECULAR-DYNAMICS', u'ANTIGEN', u'KALLIKREINS', u'SIMULATION', u'FAMILY', u'RISK', u'LOCI']"
AA461,DFE20,0.111111111111,Journal article,Human Genetics,Identification of a novel prostate cancer susceptibility variant in the KLK3 gene transcript,"Kote-Jarai Z, Al Olama AA, Leongamornlert D, Tymrakiewicz M, Saunders E, Guy M, Giles GG, Severi G, Southey M, Hopper JL","[u'MOLECULAR-DYNAMICS', u'ANTIGEN', u'KALLIKREINS', u'SIMULATION', u'FAMILY', u'RISK', u'LOCI']"
ARV22,CA26,0.142857142857,Journal article,Angewandte Chemie International Edition,From Crystal Packing to Molecular Recognition: Prediction and Discovery of a Binding Site on the Surface of Polo-Like Kinase 1,"Sledz P, Stubbs CJ, Lang S, Yang YQ, McKenzie GJ, Venkitaraman AR, Hyvonen M, Abell C","[u'crystallography', u'kinases', u'molecular recognition', u'proteins', u'PROTEIN-PROTEIN INTERACTIONS', u'BOX DOMAIN', u'DRUG DISCOVERY', u'SUBSTRATE', u'INTERFACE', u'PLK1', u'LOCALIZATION']"
KMB1001,FJL1,0.166666666667,Journal article,ChemBioChem: a European journal of chemical biology,Metabolic glycan imaging by isonitrile-tetrazine click chemistry,"Stairs S, Neves AA, Stöckmann H, Wainman YA, Ireland-Zecchini H, Brindle KM, Leeper FJ",[]
PP10001,ACA20,0.111111111111,Journal article,"Cancer Epidemiology, Biomarkers and Prevention",Candidate genetic modifiers for breast and ovarian cancer risk inBRCA1andBRCA2 mutation carriers,"Peterlongo P, Chang-Claude J, Moysich KB, Rudolph A, Schmutzler RK, Simard J, Soucy P, Eeles RA, Easton DF, Hamann U",[]
PP10001,DFE20,0.111111111111,Journal article,"Cancer Epidemiology, Biomarkers and Prevention",Candidate genetic modifiers for breast and ovarian cancer risk inBRCA1andBRCA2 mutation carriers,"Peterlongo P, Chang-Claude J, Moysich KB, Rudolph A, Schmutzler RK, Simard J, Soucy P, Eeles RA, Easton DF, Hamann U",[]
PP10001,KBK21,0.111111111111,Journal article,"Cancer Epidemiology, Biomarkers and Prevention",Candidate genetic modifiers for breast and ovarian cancer risk inBRCA1andBRCA2 mutation carriers,"Peterlongo P, Chang-Claude J, Moysich KB, Rudolph A, Schmutzler RK, Simard J, Soucy P, Eeles RA, Easton DF, Hamann U",[]
PP10001,MDT33,0.111111111111,Journal article,"Cancer Epidemiology, Biomarkers and Prevention",Candidate genetic modifiers for breast and ovarian cancer risk inBRCA1andBRCA2 mutation carriers,"Peterlongo P, Chang-Claude J, Moysich KB, Rudolph A, Schmutzler RK, Simard J, Soucy P, Eeles RA, Easton DF, Hamann U",[]
ACA20,DFE20,0.111111111111,Journal article,"Cancer Epidemiology, Biomarkers and Prevention",Candidate genetic modifiers for breast and ovarian cancer risk inBRCA1andBRCA2 mutation carriers,"Peterlongo P, Chang-Claude J, Moysich KB, Rudolph A, Schmutzler RK, Simard J, Soucy P, Eeles RA, Easton DF, Hamann U",[]
ACA20,KBK21,0.111111111111,Journal article,"Cancer Epidemiology, Biomarkers and Prevention",Candidate genetic modifiers for breast and ovarian cancer risk inBRCA1andBRCA2 mutation carriers,"Peterlongo P, Chang-Claude J, Moysich KB, Rudolph A, Schmutzler RK, Simard J, Soucy P, Eeles RA, Easton DF, Hamann U",[]
ACA20,MDT33,0.111111111111,Journal article,"Cancer Epidemiology, Biomarkers and Prevention",Candidate genetic modifiers for breast and ovarian cancer risk inBRCA1andBRCA2 mutation carriers,"Peterlongo P, Chang-Claude J, Moysich KB, Rudolph A, Schmutzler RK, Simard J, Soucy P, Eeles RA, Easton DF, Hamann U",[]
DFE20,KBK21,0.111111111111,Journal article,"Cancer Epidemiology, Biomarkers and Prevention",Candidate genetic modifiers for breast and ovarian cancer risk inBRCA1andBRCA2 mutation carriers,"Peterlongo P, Chang-Claude J, Moysich KB, Rudolph A, Schmutzler RK, Simard J, Soucy P, Eeles RA, Easton DF, Hamann U",[]
DFE20,MDT33,0.111111111111,Journal article,"Cancer Epidemiology, Biomarkers and Prevention",Candidate genetic modifiers for breast and ovarian cancer risk inBRCA1andBRCA2 mutation carriers,"Peterlongo P, Chang-Claude J, Moysich KB, Rudolph A, Schmutzler RK, Simard J, Soucy P, Eeles RA, Easton DF, Hamann U",[]
KBK21,MDT33,0.111111111111,Journal article,"Cancer Epidemiology, Biomarkers and Prevention",Candidate genetic modifiers for breast and ovarian cancer risk inBRCA1andBRCA2 mutation carriers,"Peterlongo P, Chang-Claude J, Moysich KB, Rudolph A, Schmutzler RK, Simard J, Soucy P, Eeles RA, Easton DF, Hamann U",[]
KK101,NJW1004,0.111111111111,Journal article,American Journal of Epidemiology,Fruit and vegetable consumption and mortality,"Leenders M, Sluijs I, Ros MM, Boshuizen HC, Siersema PD, Ferrari P, Weikert C, Tjønneland A, Olsen A, Boutron-Ruault MC",[]
BG200,jf416,0.333333333333,Journal article,"Blood Cells, Molecules and Diseases",Transcriptional hierarchies regulating early blood cell development,"Moignard V, Woodhouse S, Fisher J, Göttgens B",[]
MPFS1,NGB21,0.111111111111,Journal article,British Journal of Radiology,"Accumulated dose to the rectum, measured using dose-volume histograms and dose-surface maps, is different from planned dose in all patients treated with radiotherapy for prostate cancer","Scaife JE, Thomas SJ, Harrison K, Romanchikova M, F Sutcliffe MP, Forman JR, Bates AM, Jena R, Parker MA, Burnet NG",[]
MPFS1,MAP1001,0.111111111111,Journal article,British Journal of Radiology,"Accumulated dose to the rectum, measured using dose-volume histograms and dose-surface maps, is different from planned dose in all patients treated with radiotherapy for prostate cancer","Scaife JE, Thomas SJ, Harrison K, Romanchikova M, F Sutcliffe MP, Forman JR, Bates AM, Jena R, Parker MA, Burnet NG",[]
NGB21,MAP1001,0.111111111111,Journal article,British Journal of Radiology,"Accumulated dose to the rectum, measured using dose-volume histograms and dose-surface maps, is different from planned dose in all patients treated with radiotherapy for prostate cancer","Scaife JE, Thomas SJ, Harrison K, Romanchikova M, F Sutcliffe MP, Forman JR, Bates AM, Jena R, Parker MA, Burnet NG",[]
AMD24,PP10001,0.125,Conference,Journal of Medical Genetics,Fine-Scale mapping of the 11q13 breast cancer susceptibility locus,"Ghoussaini M, Ahmed S, Michailidou K, Gregory K, Dicks E, Driver K, Pharoah PD, Easton DF, Dunning AM",[]
AMD24,PP10001,0.111111111111,Journal article,Human Molecular Genetics,Common non-synonymous SNPs associated with breast cancer susceptibility: findings from the Breast Cancer Association Consortium,"Milne RL, Burwinkel B, Michailidou K, Arias-Perez J-I, Pilar Zamora M, Menendez-Rodriguez P, Hardisson D, Mendiola M, Gonzalez-Neira A, Pita G",[]
AMD24,DFE20,0.111111111111,Journal article,Human Molecular Genetics,Common non-synonymous SNPs associated with breast cancer susceptibility: findings from the Breast Cancer Association Consortium,"Milne RL, Burwinkel B, Michailidou K, Arias-Perez J-I, Pilar Zamora M, Menendez-Rodriguez P, Hardisson D, Mendiola M, Gonzalez-Neira A, Pita G",[]
PP10001,DFE20,0.111111111111,Journal article,Human Molecular Genetics,Common non-synonymous SNPs associated with breast cancer susceptibility: findings from the Breast Cancer Association Consortium,"Milne RL, Burwinkel B, Michailidou K, Arias-Perez J-I, Pilar Zamora M, Menendez-Rodriguez P, Hardisson D, Mendiola M, Gonzalez-Neira A, Pita G",[]
HS310,ACA20,0.111111111111,Journal article,Journal of Medical Genetics,Ovarian cancer familial relative risks by tumour subtypes and by known ovarian cancer genetic susceptibility variants,"Jervis S, Song H, Lee A, Dicks E, Tyrer J, Harrington P, Easton DF, Jacobs IJ, Pharoah PPD, Antoniou AC",[]
HS310,DFE20,0.111111111111,Journal article,Journal of Medical Genetics,Ovarian cancer familial relative risks by tumour subtypes and by known ovarian cancer genetic susceptibility variants,"Jervis S, Song H, Lee A, Dicks E, Tyrer J, Harrington P, Easton DF, Jacobs IJ, Pharoah PPD, Antoniou AC",[]
ACA20,DFE20,0.111111111111,Journal article,Journal of Medical Genetics,Ovarian cancer familial relative risks by tumour subtypes and by known ovarian cancer genetic susceptibility variants,"Jervis S, Song H, Lee A, Dicks E, Tyrer J, Harrington P, Easton DF, Jacobs IJ, Pharoah PPD, Antoniou AC",[]
SJG49,NJW1004,0.125,Journal article,Journal of the American Geriatrics Society,Effects of aerobic exercise on muscle strength and physical performance in community-dwelling older people from the Hertfordshire Cohort Study: A randomized controlled trial,"Denison HJ, Syddall HE, Dodds R, Martin HJ, Finucane FM, Griffin SJ, Wareham NJ, Cooper C, Aihie Sayer A",[]
ARV22,DRS36,0.125,Journal article,Organic and Biomolecular Chemistry,Synthesis and biological profiling of tellimagrandin I and analogues reveals that the medium ring can significantly modulate biological activity,"Zheng SJ, Laraia L, Connor CJO, Sorrell D, Tan YS, Xu ZC, Venkitaraman AR, Wu WJ, Spring DR","[u'DIMERIC GALLOTANNIN ANALOG', u'EFFICIENT TOTAL-SYNTHESIS', u'TOTAL CHEMICAL-SYNTHESIS', u'1ST TOTAL-SYNTHESIS', u'ELLAGITANNIN CHEMISTRY', u'NATURAL-PRODUCTS', u'SANGUIIN H-5', u'HIGH PH', u'TANNINS', u'CANCER']"
KK101,NJW1004,0.111111111111,Journal article,American Journal of Clinical Nutrition,Fiber intake and total and cause-specific mortality in the European Prospective Investigation into Cancer and Nutrition cohort,"Chuang SC, Norat T, Murphy N, Olsen A, Tjønneland A, Overvad K, Boutron-Ruault MC, Perquier F, Dartois L, Kaaks R",[]
KK101,NJW1004,0.111111111111,Journal article,American Journal of Clinical Nutrition,Is concordance with World Cancer Research Fund/American Institute for Cancer Research guidelines for cancer prevention related to subsequent risk of cancer? Results from the EPIC study,"Romaguera D, Vergnaud AC, Peeters PH, Van Gils CH, Chan DSM, Ferrari P, Romieu I, Jenab M, Slimani N, Clavel-Chapelon F",[]
KK101,NJW1004,0.111111111111,Journal article,European Journal of Clinical Nutrition,Dietary fibre intake and ischaemic heart disease mortality: the European Prospective Investigation into Cancer and Nutrition-Heart study,"Crowe FL, Key TJ, Appleby PN, Overvad K, Schmidt EB, Egeberg R, Tjønneland A, Kaaks R, Teucher B, Boeing H",[]
CC234,HME22,0.111111111111,Journal article,BMC Medicine,"A nested cohort study of 6,248 early breast cancer patients treated in neoadjuvant and adjuvant chemotherapy trials investigating the prognostic value of chemotherapy-related toxicities","Abraham JE, Hiller L, Dorling L, Vallier AL, Dunn J, Bowden S, Ingle S, Jones L, Hardy R, Twelves C",[]
CC234,PP10001,0.111111111111,Journal article,BMC Medicine,"A nested cohort study of 6,248 early breast cancer patients treated in neoadjuvant and adjuvant chemotherapy trials investigating the prognostic value of chemotherapy-related toxicities","Abraham JE, Hiller L, Dorling L, Vallier AL, Dunn J, Bowden S, Ingle S, Jones L, Hardy R, Twelves C",[]
HME22,PP10001,0.111111111111,Journal article,BMC Medicine,"A nested cohort study of 6,248 early breast cancer patients treated in neoadjuvant and adjuvant chemotherapy trials investigating the prognostic value of chemotherapy-related toxicities","Abraham JE, Hiller L, Dorling L, Vallier AL, Dunn J, Bowden S, Ingle S, Jones L, Hardy R, Twelves C",[]
KH387,CJW53,0.333333333333,Journal article,Journal of Pathology,Conditional deletion of Stat3 in mammary epithelium impairs the acute phase response and modulates immune cell numbers during post-lactational regression,"Hughes K, Wickenden JA, Allen JE, Watson CJ",[]
EPM27,cattc107,0.111111111111,Journal article,Cell,Genome sequencing and analysis of the Tasmanian devil and its transmissible cancer,"Murchison EP, Schulz-Trieglaff OB, Ning Z, Alexandrov LB, Bauer MJ, Fu B, Hims M, Ding Z, Ivakhno S, Stewart C",[]
SJP58,JHG21,0.111111111111,Journal article,Journal of Magnetic Resonance Imaging,Repeatability of edited lactate and other metabolites in astrocytoma at 3T,"McLean MA, Sun A, Bradstreet TE, Schaeffer AK, Liu H, Iannone R, Herman G, Railkar RA, Joubert I, Gillard JH",[]
SJP58,JG477,0.111111111111,Journal article,Journal of Magnetic Resonance Imaging,Repeatability of edited lactate and other metabolites in astrocytoma at 3T,"McLean MA, Sun A, Bradstreet TE, Schaeffer AK, Liu H, Iannone R, Herman G, Railkar RA, Joubert I, Gillard JH",[]
JHG21,JG477,0.111111111111,Journal article,Journal of Magnetic Resonance Imaging,Repeatability of edited lactate and other metabolites in astrocytoma at 3T,"McLean MA, Sun A, Bradstreet TE, Schaeffer AK, Liu H, Iannone R, Herman G, Railkar RA, Joubert I, Gillard JH",[]
GIE20,TDL2,0.2,Journal article,Oncogene,The kinetics of ER fusion protein activation in vivo,"Wilson CH, Gamper I, Perfetto A, Auw J, Littlewood TD, Evan GI",[]
FMW22,jau20,0.333333333333,Journal article,Diabetologia,Variation between countries in the frequency of diabetic ketoacidosis at first presentation of type 1 diabetes in children: A systematic review,"Usher-Smith JA, Thompson M, Ercole A, Walter FM",[]
SJG49,NJW1004,0.25,Journal article,0,"Associations between exposure to takeaway food outlets, takeaway food consumption, and body weight in Cambridgeshire, UK: Population based, cross sectional study","Burgoine T, Forouhi NG, Griffin SJ, Wareham NJ, Monsivais P",[]
SVL1000,AB454,0.111111111111,Journal article,ACS Medicinal Chemistry Letters,A-Ring Dihalogenation Increases the Cellular Activity of Combretastatin-Templated Tetrazoles,"Beale TM, Allwood DM, Bender A, Bond PJ, Brenton JD, Charnock-Jones DS, Ley SV, Myers RM, Shearman JW, Temple J","[u'Combretastatin', u'tetrazole', u'dihalogenation', u'human umbilical vein endothelial cell', u'ovarian cancer', u'vascular disrupting agent', u'ANTINEOPLASTIC AGENTS', u'CANCER THERAPEUTICS', u'TUBULIN', u'ANALOGS', u'COLCHICINE', u'BINDING', u'A-4', u'MECHANISM', u'CELLS']"
SVL1000,DSCJ1,0.111111111111,Journal article,ACS Medicinal Chemistry Letters,A-Ring Dihalogenation Increases the Cellular Activity of Combretastatin-Templated Tetrazoles,"Beale TM, Allwood DM, Bender A, Bond PJ, Brenton JD, Charnock-Jones DS, Ley SV, Myers RM, Shearman JW, Temple J","[u'Combretastatin', u'tetrazole', u'dihalogenation', u'human umbilical vein endothelial cell', u'ovarian cancer', u'vascular disrupting agent', u'ANTINEOPLASTIC AGENTS', u'CANCER THERAPEUTICS', u'TUBULIN', u'ANALOGS', u'COLCHICINE', u'BINDING', u'A-4', u'MECHANISM', u'CELLS']"
SVL1000,PJB91,0.111111111111,Journal article,ACS Medicinal Chemistry Letters,A-Ring Dihalogenation Increases the Cellular Activity of Combretastatin-Templated Tetrazoles,"Beale TM, Allwood DM, Bender A, Bond PJ, Brenton JD, Charnock-Jones DS, Ley SV, Myers RM, Shearman JW, Temple J","[u'Combretastatin', u'tetrazole', u'dihalogenation', u'human umbilical vein endothelial cell', u'ovarian cancer', u'vascular disrupting agent', u'ANTINEOPLASTIC AGENTS', u'CANCER THERAPEUTICS', u'TUBULIN', u'ANALOGS', u'COLCHICINE', u'BINDING', u'A-4', u'MECHANISM', u'CELLS']"
SVL1000,RMM32,0.111111111111,Journal article,ACS Medicinal Chemistry Letters,A-Ring Dihalogenation Increases the Cellular Activity of Combretastatin-Templated Tetrazoles,"Beale TM, Allwood DM, Bender A, Bond PJ, Brenton JD, Charnock-Jones DS, Ley SV, Myers RM, Shearman JW, Temple J","[u'Combretastatin', u'tetrazole', u'dihalogenation', u'human umbilical vein endothelial cell', u'ovarian cancer', u'vascular disrupting agent', u'ANTINEOPLASTIC AGENTS', u'CANCER THERAPEUTICS', u'TUBULIN', u'ANALOGS', u'COLCHICINE', u'BINDING', u'A-4', u'MECHANISM', u'CELLS']"
SVL1000,JDB1003,0.111111111111,Journal article,ACS Medicinal Chemistry Letters,A-Ring Dihalogenation Increases the Cellular Activity of Combretastatin-Templated Tetrazoles,"Beale TM, Allwood DM, Bender A, Bond PJ, Brenton JD, Charnock-Jones DS, Ley SV, Myers RM, Shearman JW, Temple J","[u'Combretastatin', u'tetrazole', u'dihalogenation', u'human umbilical vein endothelial cell', u'ovarian cancer', u'vascular disrupting agent', u'ANTINEOPLASTIC AGENTS', u'CANCER THERAPEUTICS', u'TUBULIN', u'ANALOGS', u'COLCHICINE', u'BINDING', u'A-4', u'MECHANISM', u'CELLS']"
AB454,DSCJ1,0.111111111111,Journal article,ACS Medicinal Chemistry Letters,A-Ring Dihalogenation Increases the Cellular Activity of Combretastatin-Templated Tetrazoles,"Beale TM, Allwood DM, Bender A, Bond PJ, Brenton JD, Charnock-Jones DS, Ley SV, Myers RM, Shearman JW, Temple J","[u'Combretastatin', u'tetrazole', u'dihalogenation', u'human umbilical vein endothelial cell', u'ovarian cancer', u'vascular disrupting agent', u'ANTINEOPLASTIC AGENTS', u'CANCER THERAPEUTICS', u'TUBULIN', u'ANALOGS', u'COLCHICINE', u'BINDING', u'A-4', u'MECHANISM', u'CELLS']"
AB454,PJB91,0.111111111111,Journal article,ACS Medicinal Chemistry Letters,A-Ring Dihalogenation Increases the Cellular Activity of Combretastatin-Templated Tetrazoles,"Beale TM, Allwood DM, Bender A, Bond PJ, Brenton JD, Charnock-Jones DS, Ley SV, Myers RM, Shearman JW, Temple J","[u'Combretastatin', u'tetrazole', u'dihalogenation', u'human umbilical vein endothelial cell', u'ovarian cancer', u'vascular disrupting agent', u'ANTINEOPLASTIC AGENTS', u'CANCER THERAPEUTICS', u'TUBULIN', u'ANALOGS', u'COLCHICINE', u'BINDING', u'A-4', u'MECHANISM', u'CELLS']"
AB454,RMM32,0.111111111111,Journal article,ACS Medicinal Chemistry Letters,A-Ring Dihalogenation Increases the Cellular Activity of Combretastatin-Templated Tetrazoles,"Beale TM, Allwood DM, Bender A, Bond PJ, Brenton JD, Charnock-Jones DS, Ley SV, Myers RM, Shearman JW, Temple J","[u'Combretastatin', u'tetrazole', u'dihalogenation', u'human umbilical vein endothelial cell', u'ovarian cancer', u'vascular disrupting agent', u'ANTINEOPLASTIC AGENTS', u'CANCER THERAPEUTICS', u'TUBULIN', u'ANALOGS', u'COLCHICINE', u'BINDING', u'A-4', u'MECHANISM', u'CELLS']"
AB454,JDB1003,0.111111111111,Journal article,ACS Medicinal Chemistry Letters,A-Ring Dihalogenation Increases the Cellular Activity of Combretastatin-Templated Tetrazoles,"Beale TM, Allwood DM, Bender A, Bond PJ, Brenton JD, Charnock-Jones DS, Ley SV, Myers RM, Shearman JW, Temple J","[u'Combretastatin', u'tetrazole', u'dihalogenation', u'human umbilical vein endothelial cell', u'ovarian cancer', u'vascular disrupting agent', u'ANTINEOPLASTIC AGENTS', u'CANCER THERAPEUTICS', u'TUBULIN', u'ANALOGS', u'COLCHICINE', u'BINDING', u'A-4', u'MECHANISM', u'CELLS']"
DSCJ1,PJB91,0.111111111111,Journal article,ACS Medicinal Chemistry Letters,A-Ring Dihalogenation Increases the Cellular Activity of Combretastatin-Templated Tetrazoles,"Beale TM, Allwood DM, Bender A, Bond PJ, Brenton JD, Charnock-Jones DS, Ley SV, Myers RM, Shearman JW, Temple J","[u'Combretastatin', u'tetrazole', u'dihalogenation', u'human umbilical vein endothelial cell', u'ovarian cancer', u'vascular disrupting agent', u'ANTINEOPLASTIC AGENTS', u'CANCER THERAPEUTICS', u'TUBULIN', u'ANALOGS', u'COLCHICINE', u'BINDING', u'A-4', u'MECHANISM', u'CELLS']"
DSCJ1,RMM32,0.111111111111,Journal article,ACS Medicinal Chemistry Letters,A-Ring Dihalogenation Increases the Cellular Activity of Combretastatin-Templated Tetrazoles,"Beale TM, Allwood DM, Bender A, Bond PJ, Brenton JD, Charnock-Jones DS, Ley SV, Myers RM, Shearman JW, Temple J","[u'Combretastatin', u'tetrazole', u'dihalogenation', u'human umbilical vein endothelial cell', u'ovarian cancer', u'vascular disrupting agent', u'ANTINEOPLASTIC AGENTS', u'CANCER THERAPEUTICS', u'TUBULIN', u'ANALOGS', u'COLCHICINE', u'BINDING', u'A-4', u'MECHANISM', u'CELLS']"
DSCJ1,JDB1003,0.111111111111,Journal article,ACS Medicinal Chemistry Letters,A-Ring Dihalogenation Increases the Cellular Activity of Combretastatin-Templated Tetrazoles,"Beale TM, Allwood DM, Bender A, Bond PJ, Brenton JD, Charnock-Jones DS, Ley SV, Myers RM, Shearman JW, Temple J","[u'Combretastatin', u'tetrazole', u'dihalogenation', u'human umbilical vein endothelial cell', u'ovarian cancer', u'vascular disrupting agent', u'ANTINEOPLASTIC AGENTS', u'CANCER THERAPEUTICS', u'TUBULIN', u'ANALOGS', u'COLCHICINE', u'BINDING', u'A-4', u'MECHANISM', u'CELLS']"
